observedPropertyϢ4202ϢHumidityϢs_h0Ϣhttp://dbpedia.org/page/Relative_humidity
observedPropertyϢ4200ϢTemperatureϢs_t0Ϣhttp://www.qudt.org/qudt/owl/1.0.0/quantity/Instances.html#AreaTemperature
observedPropertyϢ3499ϢPM2.5 ParticulatesϢs_d0Ϣhttps://en.wikipedia.org/wiki/Particulates
sensorϢ90324ϢUnknown PM2.5 SensorϢUnknown PM2.5 SensorϢtext/plainϢN/A
sensorϢ4197ϢDHT22 sensorϢDHT22 sensorϢapplication/pdfϢhttps://cdn-shop.adafruit.com/datasheets/DHT22.pdf
sensorϢ3498ϢG3 dust sensor PM2.5ϢG3 dust sensor PM2.5Ϣtext/htmlϢhttp://www.plantower.com/content/?95.html
locationϢ8773509ϢSU-NW-5ϢSU-NW-5Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.161904,51.086915],"type":"Point"}
locationϢ8668535ϢVU-W-1ϢVU-W-1Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.264455,51.063471],"type":"Point"}
locationϢ8480396ϢNAϢVU-SW-14Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.123579,50.913185],"type":"Point"}
locationϢ6973350ϢSensorUp HQ2 #excludeϢSensorUp HQ2 #excludeϢapplication/vnd.geo+jsonϢ{"coordinates":[-114.13,51.083],"type":"Point"}
locationϢ6604000ϢVU-SW-13ϢVU-SW-13Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.084473,50.937999],"type":"Point"}
locationϢ6535168ϢVU-SW-12ϢVU-SW-12Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.137429,51.042703],"type":"Point"}
locationϢ6346678ϢVU-SW-11ϢVU-SW-11Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.107,51.023],"type":"Point"}
locationϢ5773878ϢVU-SE-11 #inactiveϢVU-SE-11 #inactiveϢapplication/vnd.geo+jsonϢ{"coordinates":[-114.020607,51.040858],"type":"Point"}
locationϢ3072031ϢVU-NE-5ϢVU-NE-5Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.045046,51.052362],"type":"Point"}
locationϢ1520749ϢVU-SE-10ϢVU-SE-10Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-113.966135,50.915214],"type":"Point"}
locationϢ1520409ϢVU-SE-9 #inactiveϢVU-SE-9 #inactiveϢapplication/vnd.geo+jsonϢ{"coordinates":[-114.031894,51.038228],"type":"Point"}
locationϢ529158ϢVU-NW-21ϢVU-NW-21Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.090211,51.09206],"type":"Point"}
locationϢ505402ϢVU-SE-8ϢVU-SE-8Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-113.961282,50.927332],"type":"Point"}
locationϢ505328ϢVU-SW-10ϢVU-SW-10Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.133592,50.962807],"type":"Point"}
locationϢ505261ϢVU-NE-4ϢVU-NE-4Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.004315,51.091686],"type":"Point"}
locationϢ505187ϢVU-NW-20ϢVU-NW-20Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.14257,51.10927],"type":"Point"}
locationϢ505146ϢVU-NW-19ϢVU-NW-19Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.108273,51.076237],"type":"Point"}
locationϢ505112ϢVU-NW-18ϢVU-NW-18Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.213579,51.130482],"type":"Point"}
locationϢ505061ϢVU-SW-9ϢVU-SW-9Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.086556,50.937376],"type":"Point"}
locationϢ504972ϢVU-NW-17ϢVU-NW-17Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.085213,51.055872],"type":"Point"}
locationϢ504887ϢVU-SE-7 #inactiveϢVU-SE-7 #inactiveϢapplication/vnd.geo+jsonϢ{"coordinates":[-113.966929,50.915674],"type":"Point"}
locationϢ504822ϢVU-NW-16ϢVU-NW-16Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.158612,51.072698],"type":"Point"}
locationϢ504790ϢVU-NE-3ϢVU-NE-3Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.058975,51.058975],"type":"Point"}
locationϢ504714ϢVU-NW-15ϢVU-NW-15Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.181221,51.129692],"type":"Point"}
locationϢ504537ϢVU-SW-8ϢVU-SW-8Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.081049,50.947028],"type":"Point"}
locationϢ504484ϢVU-SW-7ϢVU-SW-7Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.177988,51.032242],"type":"Point"}
locationϢ504425ϢVU-NW-14ϢVU-NW-14Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.158852,51.130326],"type":"Point"}
locationϢ504367ϢVU-SE-6ϢVU-SE-6Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.069336,50.947193],"type":"Point"}
locationϢ504326ϢVU-NW-13ϢVU-NW-13Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.14811,51.137476],"type":"Point"}
locationϢ504264ϢVU-NW-12ϢVU-NW-12Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.111443,51.064137],"type":"Point"}
locationϢ504194ϢVU-NW-11 #inactiveϢVU-NW-11 #inactiveϢapplication/vnd.geo+jsonϢ{"coordinates":[-114.08977,51.056222],"type":"Point"}
locationϢ504127ϢVU-NW-10 #inactiveϢVU-NW-10 #inactiveϢapplication/vnd.geo+jsonϢ{"coordinates":[-114.091278,51.051976],"type":"Point"}
locationϢ504055ϢVU-NW-9ϢVU-NW-9Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.197953,51.111712],"type":"Point"}
locationϢ503994ϢVU-SW-6ϢVU-SW-6Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.078254,51.01316],"type":"Point"}
locationϢ503932ϢVU-NW-8ϢVU-NW-8Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.205948,51.104001],"type":"Point"}
locationϢ503853ϢVU-NE-2ϢVU-NE-2Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-113.932199,51.092914],"type":"Point"}
locationϢ503792ϢVU-SW-5ϢVU-SW-5Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.138467,50.937265],"type":"Point"}
locationϢ503733ϢVU-SE-5ϢVU-SE-5Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.028588,50.897608],"type":"Point"}
locationϢ503681ϢVU-NW-7ϢVU-NW-7Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.100002,51.063928],"type":"Point"}
locationϢ503640ϢVU-SW-4ϢVU-SW-4Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.131582,51.01876],"type":"Point"}
locationϢ503584ϢVU-NW-6ϢVU-NW-6Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.148713,51.095083],"type":"Point"}
locationϢ503515ϢVU-SE-4ϢVU-SE-4Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.039069,50.900087],"type":"Point"}
locationϢ503485ϢVU-SE-3ϢVU-SE-3Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.021731,50.88699],"type":"Point"}
locationϢ503462ϢVU-NE-1ϢVU-NE-1Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-113.961566,51.170639],"type":"Point"}
locationϢ503399ϢVU-NW-5ϢVU-NW-5Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.100165,51.053126],"type":"Point"}
locationϢ503343ϢVU-NW-4ϢVU-NW-4Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.064433,51.109348],"type":"Point"}
locationϢ367110ϢVU-NW-3ϢVU-NW-3Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.135771,51.16326],"type":"Point"}
locationϢ357690ϢVU-SW-3ϢVU-SW-3Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.183533,51.037387],"type":"Point"}
locationϢ354821ϢVU-FNW-1ϢVU-FNW-1Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.140001,51.208701],"type":"Point"}
locationϢ316593ϢVU-SE-2 #inactiveϢVU-SE-2 #inactiveϢapplication/vnd.geo+jsonϢ{"coordinates":[-114.033878,50.901267],"type":"Point"}
locationϢ308215ϢVU-SW-2 #inactiveϢVU-SW-2 #inactiveϢapplication/vnd.geo+jsonϢ{"coordinates":[-114.095999,50.907466],"type":"Point"}
locationϢ302487ϢVU-SW-1 #inactiveϢVU-SW-1 #inactiveϢapplication/vnd.geo+jsonϢ{"coordinates":[-114.083163,51.037016],"type":"Point"}
locationϢ267118ϢVU-SE-1ϢVU-SE-1Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-113.973302,50.92069],"type":"Point"}
locationϢ259560ϢVU-NW-2ϢVU-NW-2Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.069408,51.074717],"type":"Point"}
locationϢ141008ϢVU-NW-1ϢVU-NW-1Ϣapplication/vnd.geo+jsonϢ{"coordinates":[[[-114.158953,51.086535],[-114.159935,51.086871],[-114.159907,51.086964],[-114.159917,51.087692],[-114.158796,51.087409],[-114.158953,51.086535]]],"type":"Polygon"}
locationϢ116528ϢSU-NW-1ϢSU-NW-1Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.239528,51.134141],"type":"Point"}
locationϢ103132ϢSU-NW-4 #inactiveϢSU-NW-4 #inactiveϢapplication/vnd.geo+jsonϢ{"coordinates":[-114.154805,51.128732],"type":"Point"}
locationϢ103064ϢSU-NW-3ϢSU-NW-3Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.078305,51.059207],"type":"Point"}
locationϢ103059ϢSU-NW-2 #inactiveϢSU-NW-2 #inactiveϢapplication/vnd.geo+jsonϢ{"coordinates":[-114.191938,51.130021],"type":"Point"}
locationϢ90299Ϣ620 7th Avenue SW, Calgary, Alberta #inactiveϢ620 7th Avenue SW, Calgary, Alberta #inactiveϢapplication/vnd.geo+jsonϢ{"coordinates":[-114.0731477,51.0471506],"type":"Point"}
locationϢ90295Ϣ49th Avenue & 15th Street SE, Calgary, Alberta #inactiveϢ49th Avenue & 15th Street SE, Calgary, Alberta #inactiveϢapplication/vnd.geo+jsonϢ{"coordinates":[-113.969742,50.955122],"type":"Point"}
locationϢ90288Ϣ39th Street & 29th Avenue NW, Calgary, Alberta #inactiveϢ39th Street & 29th Avenue NW, Calgary, Alberta #inactiveϢapplication/vnd.geo+jsonϢ{"coordinates":[-114.1452723,51.0801475],"type":"Point"}
locationϢ7745ϢSU-W-1 Balcony #inactiveϢSU-W-1 Balcony #inactiveϢapplication/vnd.geo+jsonϢ{"coordinates":[-114.136,51.042],"type":"Point"}
locationϢ4235ϢSU-SW-2 Balcony #inactiveϢSU-SW-2 Balcony #inactiveϢapplication/vnd.geo+jsonϢ{"coordinates":[-114.108,51.022],"type":"Point"}
locationϢ4230ϢSU-SW-1 Backyard #inactiveϢSU-SW-1 Backyard #inactiveϢapplication/vnd.geo+jsonϢ{"coordinates":[-114.084,50.938],"type":"Point"}
locationϢ4225ϢSensorUp HQ #excludeϢSensorUp HQ #excludeϢapplication/vnd.geo+jsonϢ{"coordinates":[-114.13,51.083],"type":"Point"}
locationϢ4220ϢEdgemont Ravine #inactiveϢEdgemont Ravine, more information can be found here: http://www.calgary.ca/CSPS/Parks/Pages/Locations/NW-parks/Edgemont-Ravine.aspx #inactiveϢapplication/vnd.geo+jsonϢ{"coordinates":[[[-114.1544508934021,51.12912815830016],[-114.15423095226288,51.128842002065504],[-114.1539466381073,51.12865347463615],[-114.15365695953369,51.12875110500812],[-114.15385007858276,51.129000229849694],[-114.15423095226288,51.12919212239254],[-114.1544508934021,51.12912815830016]]],"type":"Polygon"}
featureOfInterestϢ8828643ϢNAϢGenerated using location details: VU-SW-14Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.123579,50.913185],"type":"Point"}
featureOfInterestϢ8773576ϢVU-NW-22ϢGenerated using location details: VU-NW-22Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.161904,51.086915],"type":"Point"}
featureOfInterestϢ8724358ϢVU-W-1ϢGenerated using location details: VU-W-1Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.264455,51.063471],"type":"Point"}
featureOfInterestϢ6703691ϢVU-SW-13ϢGenerated using location details: VU-SW-13Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.084473,50.937999],"type":"Point"}
featureOfInterestϢ6535226ϢVU-SW-12ϢGenerated using location details: VU-SW-12Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.137429,51.042703],"type":"Point"}
featureOfInterestϢ6354881ϢVU-SW-11ϢGenerated using location details: VU-SW-11Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.107,51.023],"type":"Point"}
featureOfInterestϢ5774245ϢVU-SE-11ϢGenerated using location details: VU-SE-11Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.020607,51.040858],"type":"Point"}
featureOfInterestϢ5773995ϢVU-SE-11ϢGenerated using location details: VU-SE-11Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.020519,51.040443],"type":"Point"}
featureOfInterestϢ4650189ϢNAϢGenerated using location details: VU-NE-5Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.045046,51.052362],"type":"Point"}
featureOfInterestϢ1798858ϢNAϢGenerated using location details: VU-SE-10Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-113.966135,50.915214],"type":"Point"}
featureOfInterestϢ1531673ϢNAϢGenerated using location details: VU-NW-13Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.14811,51.137476],"type":"Point"}
featureOfInterestϢ1520513ϢNAϢGenerated using location details: VU-SE-9Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.031894,51.038228],"type":"Point"}
featureOfInterestϢ1256616ϢNAϢGenerated using location details: VU-NE-2Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-113.932199,51.092914],"type":"Point"}
featureOfInterestϢ985944ϢNAϢGenerated using location details: VU-NW-2Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.069408,51.074717],"type":"Point"}
featureOfInterestϢ944481ϢNAϢGenerated using location details: VU-NE-4Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.004315,51.091686],"type":"Point"}
featureOfInterestϢ943937ϢNAϢGenerated using location details: VU-NW-7Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.100002,51.063928],"type":"Point"}
featureOfInterestϢ835585ϢNAϢGenerated using location details: VU-SE-8Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-113.961282,50.927332],"type":"Point"}
featureOfInterestϢ714873ϢNAϢGenerated using location details: VU-SW-8Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.081049,50.947028],"type":"Point"}
featureOfInterestϢ693410ϢNAϢGenerated using location details: VU-NW-3Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.135771,51.16326],"type":"Point"}
featureOfInterestϢ633164ϢNAϢGenerated using location details: VU-SE-3Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.021731,50.88699],"type":"Point"}
featureOfInterestϢ627047ϢNAϢGenerated using location details: VU-NW-16Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.158612,51.072698],"type":"Point"}
featureOfInterestϢ625900ϢNAϢGenerated using location details: VU-SE-7Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-113.966929,50.915674],"type":"Point"}
featureOfInterestϢ571566ϢNAϢGenerated using location details: VU-NW-4Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.064433,51.109348],"type":"Point"}
featureOfInterestϢ561260ϢNAϢGenerated using location details: VU-NW-19Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.108273,51.076237],"type":"Point"}
featureOfInterestϢ546100ϢNAϢGenerated using location details: VU-NW-10Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.091278,51.051976],"type":"Point"}
featureOfInterestϢ539801ϢNAϢGenerated using location details: VU-NW-15Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.181221,51.129692],"type":"Point"}
featureOfInterestϢ529183ϢNAϢGenerated using location details: VU-NW-21Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.090211,51.09206],"type":"Point"}
featureOfInterestϢ517018ϢNAϢGenerated using location details: VU-SW-5Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.138467,50.937265],"type":"Point"}
featureOfInterestϢ513089ϢNAϢGenerated using location details: VU-NW-20Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.14257,51.10927],"type":"Point"}
featureOfInterestϢ510635ϢNAϢGenerated using location details: VU-NW-11Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.08977,51.056222],"type":"Point"}
featureOfInterestϢ508504ϢNAϢGenerated using location details: VU-SE-6Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.069336,50.947193],"type":"Point"}
featureOfInterestϢ505344ϢNAϢGenerated using location details: VU-SW-10Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.133592,50.962807],"type":"Point"}
featureOfInterestϢ505188ϢNAϢGenerated using location details: VU-NW-18Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.213579,51.130482],"type":"Point"}
featureOfInterestϢ505095ϢNAϢGenerated using location details: VU-SW-9Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.086556,50.937376],"type":"Point"}
featureOfInterestϢ505044ϢNAϢGenerated using location details: VU-NW-17Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.085213,51.055872],"type":"Point"}
featureOfInterestϢ504838ϢNAϢGenerated using location details: VU-NE-3Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.058975,51.058975],"type":"Point"}
featureOfInterestϢ504677ϢNAϢGenerated using location details: VU-SW-9Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.087216,50.937123],"type":"Point"}
featureOfInterestϢ504509ϢNAϢGenerated using location details: VU-SW-7Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.177988,51.032242],"type":"Point"}
featureOfInterestϢ504461ϢNAϢGenerated using location details: VU-NW-14Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.158852,51.130326],"type":"Point"}
featureOfInterestϢ504274ϢNAϢGenerated using location details: VU-NW-12Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.111443,51.064137],"type":"Point"}
featureOfInterestϢ504072ϢNAϢGenerated using location details: VU-NW-9Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.197953,51.111712],"type":"Point"}
featureOfInterestϢ504059ϢNAϢGenerated using location details: VU-SW-6Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.078254,51.01316],"type":"Point"}
featureOfInterestϢ503960ϢNAϢGenerated using location details: VU-NW-8Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.205948,51.104001],"type":"Point"}
featureOfInterestϢ503752ϢNAϢGenerated using location details: VU-SE-5Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.028588,50.897608],"type":"Point"}
featureOfInterestϢ503644ϢNAϢGenerated using location details: VU-SW-4Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.131582,51.01876],"type":"Point"}
featureOfInterestϢ503606ϢNAϢGenerated using location details: VU-NW-6Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.148713,51.095083],"type":"Point"}
featureOfInterestϢ503561ϢNAϢGenerated using location details: VU-SE-4Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.039069,50.900087],"type":"Point"}
featureOfInterestϢ503495ϢNAϢGenerated using location details: VU-NE-1Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-113.961566,51.170639],"type":"Point"}
featureOfInterestϢ503433ϢNAϢGenerated using location details: VU-NW-5Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.100165,51.053126],"type":"Point"}
featureOfInterestϢ406371ϢNAϢGenerated using location details: VU-SW-3Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.183533,51.037387],"type":"Point"}
featureOfInterestϢ354885ϢNAϢGenerated using location details: VU-FNW-1Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.140001,51.208701],"type":"Point"}
featureOfInterestϢ350071ϢNAϢGenerated using location details: VU-SW-2Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.095999,50.907466],"type":"Point"}
featureOfInterestϢ345148ϢNAϢGenerated using location details: VU-SW-1Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.083163,51.037016],"type":"Point"}
featureOfInterestϢ316628ϢNAϢGenerated using location details: VU-SE-2Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.033878,50.901267],"type":"Point"}
featureOfInterestϢ269387ϢNAϢGenerated using location details: VU-SE-1Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-113.973302,50.92069],"type":"Point"}
featureOfInterestϢ254047ϢNAϢGenerated using location details: VU-NW-1Ϣapplication/vnd.geo+jsonϢ{"coordinates":[[[-114.158953,51.086535],[-114.159935,51.086871],[-114.159907,51.086964],[-114.159917,51.087692],[-114.158796,51.087409],[-114.158953,51.086535]]],"type":"Polygon"}
featureOfInterestϢ123057ϢNAϢGenerated using location details: SU-NW-3Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.078305,51.059207],"type":"Point"}
featureOfInterestϢ116556ϢNAϢGenerated using location details: SU-NW-1Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.239528,51.134141],"type":"Point"}
featureOfInterestϢ103139ϢNAϢGenerated using location details: SU-NW-4Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.154805,51.128732],"type":"Point"}
featureOfInterestϢ103065ϢNAϢGenerated using location details: SU-NW-2Ϣapplication/vnd.geo+jsonϢ{"coordinates":[-114.191938,51.130021],"type":"Point"}
featureOfInterestϢ91257ϢNAϢGenerated using location details: 620 7th Avenue SW, Calgary, AlbertaϢapplication/vnd.geo+jsonϢ{"coordinates":[-114.0731477,51.0471506],"type":"Point"}
featureOfInterestϢ91153ϢNAϢGenerated using location details: 39th Street & 29th Avenue NW, Calgary, AlbertaϢapplication/vnd.geo+jsonϢ{"coordinates":[-114.1452723,51.0801475],"type":"Point"}
featureOfInterestϢ90845ϢNAϢGenerated using location details: 49th Avenue & 15th Street SE, Calgary, AlbertaϢapplication/vnd.geo+jsonϢ{"coordinates":[-113.969742,50.955122],"type":"Point"}
